id,symbol,avg_diff|float,p_val|float,_hprdClass,_expr,_geneLists,class
DDOST,DDOST,0.434612,0.000516439,Enzyme: Galactosyltransferase,BrainSpLMD|1650,"OMIM|602202;HPO|1650|Abnormality of the coagulation cascade, Accelerated skeletal maturation, Autosomal recessive inheritance, CNS hypomyelination, Constipation, Decreased liver function, Elevated hepatic transaminases, Esotropia, Failure to thrive, Gastroesophageal reflux, Generalized hypotonia, Global developmental delay, Hepatic steatosis, Infantile onset, Neurodevelopmental delay, Neurological speech impairment, Oromotor apraxia, Osteopenia, Recurrent ear infections, Seizures, Short stature, Strabismus, Tremor, Type I transferrin isoform profile",tRG
UFSP2,UFSP2,0.433126,2.75e-05,Protease,"BrainSpLMD|55325;Eurexp|euxassay_002185|orbito-sphenoid, turbinate","OMIM|611482;HPO|55325|Abnormal ossification involving the femoral head and neck, Abnormality of bone mineral density, Abnormality of the epiphysis of the femoral head, Autosomal dominant inheritance, Avascular necrosis of the capital femoral epiphysis, Broad femoral neck, Childhood onset, Flat capital femoral epiphysis, Hip dysplasia, Irregular capital femoral epiphysis, Osteoarthritis, Shallow acetabular fossae, Wide proximal femoral metaphysis",tRG
ATP6V0E1,ATP6V0E1,0.432992,3.51e-08,ATPase,"BrainSpLMD|8992;Eurexp|euxassay_002321|Meckel's cartilage, basisphenoid bone, orbito-sphenoid, turbinate",OMIM|603931,tRG
RPS6KB1,RPS6KB1,0.432534,0.000692657,Serine/threonine kinase,BrainSpLMD|6198,OMIM|608938,tRG
HSP90AA1,HSP90AA1,0.432453,1.43e-07,Chaperone,"BrainSpLMD|3320;Eurexp|euxassay_010007|cervical, cervico-thoracic, choroid plexus, cortex, dorsal root ganglion, facial VII, glossopharyngeal IX, incisor, lobe, lung, mandible, mantle layer, midgut, molar, neural retina, olfactory, pancreas, submandibular gland primordium, testis, thoracic, thymus primordium, trigeminal V, vagus X, ventral grey horn, ventricular layer, vomeronasal organ",OMIM|140571;COSMIC||NHL,tRG
SOWAHC,SOWAHC,0.432274,2.52e-05,Unclassified,"","",tRG
TWISTNB,TWISTNB,0.431027,0.000144794,Transcription factor,BrainSpLMD|221830,OMIM|608312,tRG
PPA1,PPA1,0.430348,5.38e-06,Enzyme: Phosphohydrolase,"BrainSpLMD|5464;Eurexp|euxassay_004470|bladder, cranium, forelimb, hindlimb, incisor, lung, mandible, maxilla, mesenchyme, metanephros, midgut, nasal septum, olfactory, orbito-sphenoid, palatal shelf, pancreas, respiratory, submandibular gland primordium, tail, turbinate bones, vibrissa",OMIM|179030,tRG
GOLIM4,GOLIM4,0.430338,2.22e-16,Integral membrane protein,BrainSpLMD|27333,OMIM|606805,tRG
ZNF426,ZNF426,0.42891,4.32e-06,DNA binding protein,BrainSpLMD|79088,"",tRG
MOB1A,MOB1A,0.428323,1.45e-07,Unclassified,BrainSpLMD|55233,OMIM|609281,tRG
FAM221A,FAM221A,0.426832,9.07e-09,Unclassified,BrainSpLMD|340277,"",tRG
RPL3P7,RPL3P7,0.426076,4.77e-09,"","","",tRG
RPLP0P6,RPLP0P6,0.425675,3.64e-07,"","","",tRG
ING5,ING5,0.425599,0.000238522,Transcription regulatory protein,BrainSpLMD|84289,OMIM|608525,tRG
SRRM2,SRRM2,0.423714,1.52e-07,RNA binding protein,BrainSpLMD|23524;Eurexp|euxassay_008167|embryo,OMIM|606032,tRG
HSP90B1,HSP90B1,0.422685,3.6e-10,Heat shock protein,"BrainSpLMD|7184;Eurexp|euxassay_000099|body-wall mesenchyme, dermis, epidermis, nucleus pulposus",OMIM|191175,tRG
PUM1,PUM1,0.422605,2.49e-05,RNA binding protein,BrainSpLMD|9698,OMIM|607204,tRG
SCAF11,SCAF11,0.422167,8.98e-10,RNA binding protein,"BrainSpLMD|9169;Eurexp|euxassay_014100|ventricle, ventricular layer",OMIM|603668,tRG
LAMTOR3,LAMTOR3,0.420683,3.41e-05,Adapter molecule,BrainSpLMD|8649,OMIM|603296,tRG
SHC3,SHC3,0.41882,0.00027969,Adapter molecule,"BrainSpLMD|53358;Eurexp|euxassay_009466|cochlear duct, ventral grey horn, ventricular layer",OMIM|605263,tRG
UBE2G2,UBE2G2,0.416064,9.23e-05,Ubiquitin proteasome system protein,BrainSpLMD|7327,OMIM|603124,tRG
SBDS,SBDS,0.413548,5.59e-09,Unclassified,BrainSpLMD|51119,"OMIM|607444;COSMIC||AML, MDS;HPO|51119|Abnormality of the metaphysis, Acute myeloid leukemia, Anemia, Autosomal recessive inheritance, Coxa vara, Delayed skeletal maturation, Eczema, Elevated hepatic transaminases, Enlargement of the costochondral junction, Exocrine pancreatic insufficiency, Failure to thrive, Generalized hypotonia, Global developmental delay, Hepatomegaly, Ichthyosis, Intellectual disability, Intellectual disability, mild, Irregular ossification at anterior rib ends, Malabsorption, Metaphyseal chondrodysplasia, Metaphyseal sclerosis, Metaphyseal widening, Myelodysplasia, Myocardial necrosis, Narrow chest, Narrow sacroiliac notch, Neonatal respiratory distress, Nephrocalcinosis, Neutropenia, Osteopenia, Ovoid vertebral bodies, Pancytopenia, Persistence of hemoglobin F, Proximal femoral epiphysiolysis, Recurrent infections, Short stature, Small for gestational age, Specific learning disability, Steatorrhea, Thrombocytopenia",tRG
E2F5,E2F5,0.413451,3.07e-06,Transcription factor,BrainSpLMD|1875;BrainSpMouseDev|13338,OMIM|600967,tRG
CYP51A1P1,CYP51A1P1,0.4129,7.52e-07,"","","",tRG
FAM53C,FAM53C,0.41264,4.23e-05,Unclassified,BrainSpLMD|51307,OMIM|609372,tRG
SMIM7,SMIM7,0.412557,0.000211884,Unclassified,BrainSpLMD|79086,"",tRG
FABP5P1,FABP5P1,0.412001,1.88e-08,"","","",tRG
PPP4R2,PPP4R2,0.411424,0.000121042,Serine/threonine phosphatase,BrainSpLMD|151987,OMIM|613822,tRG
KCTD6,KCTD6,0.410688,2.44e-06,Ion channel,"BrainSpLMD|200845;Eurexp|euxassay_003600|dorsal root ganglion, mantle layer, marginal layer, trigeminal V, vibrissa","",tRG
APRT,APRT,0.410528,0.000425936,Enzyme: Ribosyltransferase,"BrainSpLMD|353;Eurexp|euxassay_001689|Meckel's cartilage, axial muscle, olfactory, orbito-sphenoid, vault of skull","OMIM|102600;HPO|353|Autosomal recessive inheritance, Hematuria, Nephrolithiasis, Renal insufficiency",tRG
WDR61,WDR61,0.410329,2.22e-05,Unclassified,BrainSpLMD|80349,OMIM|609540,tRG
CGGBP1,CGGBP1,0.410056,0.000869622,DNA binding protein,BrainSpLMD|8545,OMIM|603363,tRG
CAMTA1,CAMTA1,0.410009,0.000195613,Unclassified,BrainSpLMD|23261;BrainSpMouseDev|64242,"SFARI||Autism, 5 - Hypothesized but untested;OMIM|611501;COSMIC||epithelioid haemangioendothelioma;HPO|23261|Anteverted nares, Autosomal dominant inheritance, Bulbous nose, Cerebral cortical atrophy, Delayed speech and language development, Dysarthria, Dysmetria, Global developmental delay, Intellectual disability, mild, Long face, Long philtrum, Neonatal hypotonia, Pointed chin, Thick lower lip vermilion, Unsteady gait",tRG
NUFIP2,NUFIP2,0.409915,8.79e-09,RNA binding protein,BrainSpLMD|57532,OMIM|609356,tRG
IMPDH2,IMPDH2,0.409795,3.64e-07,Enzyme: Dehydrogenase,BrainSpLMD|3615,OMIM|146691,tRG
HSPA1B,HSPA1B,0.409751,3.52e-05,Chaperone,BrainSpLMD|3304,OMIM|603012,tRG
ARL13B,ARL13B,0.409739,0.000109105,Unclassified;G protein,BrainSpLMD|200894,"OMIM|608922;HPO|200894|Apnea, Ataxia, Autosomal recessive inheritance, Biparietal narrowing, Cerebellar vermis hypoplasia, Episodic tachypnea, Feeding difficulties in infancy, Gait disturbance, Generalized hypotonia, Global developmental delay, Intellectual disability, Long face, Molar tooth sign on MRI, Muscular hypotonia, Nystagmus, Obesity, Oculomotor apraxia, Optic disc pallor, Pigmentary retinopathy",tRG
IPO5,IPO5,0.409406,4.06e-05,Transport/cargo protein,BrainSpLMD|3843,OMIM|602008,tRG
LRRC58,LRRC58,0.408292,3.15e-06,Unclassified,"","",tRG
CLDND1,CLDND1,0.407767,8.41e-07,Unclassified,BrainSpLMD|56650;Eurexp|euxassay_006238|embryo,"",tRG
ZMYM5,ZMYM5,0.407494,7.09e-05,Unclassified,BrainSpLMD|9205,OMIM|616443,tRG
RIT1,RIT1,0.407244,7.87e-10,GTPase,"BrainSpLMD|6016;Eurexp|euxassay_012013|Meckel's cartilage, basioccipital bone, basisphenoid bone, exoccipital bone, femur, fibula, hip, humerus, orbito-sphenoid, petrous part, rib, scapula, tibia, turbinate","OMIM|609591;HPO|6016|Abnormal bleeding, Abnormal dermatoglyphics, Abnormal hair quantity, Abnormal platelet function, Abnormal pulmonary valve morphology, Abnormality of coagulation, Abnormality of the spleen, Abnormality of the sternum, Aplasia/Hypoplasia of the abdominal wall musculature, Arrhythmia, Atrial septal defect, Autosomal dominant inheritance, Coarse hair, Cryptorchidism, Curly hair, Cystic hygroma, Delayed skeletal maturation, Downslanted palpebral fissures, Dysarthria, Enlarged thorax, Epicanthus, Failure to thrive, Feeding difficulties in infancy, Hepatomegaly, High forehead, High palate, Hyperkeratosis, Hypertelorism, Hypertrophic cardiomyopathy, Hypogonadotrophic hypogonadism, Joint hyperflexibility, Low posterior hairline, Low-set ears, Low-set, posteriorly rotated ears, Micrognathia, Midface retrusion, Muscle weakness, Muscular hypotonia, Pectus carinatum, Pectus excavatum, Polyhydramnios, Proptosis, Ptosis, Pulmonary artery stenosis, Pulmonic stenosis, Relative macrocephaly, Scoliosis, Short neck, Short stature, Strabismus, Thick lower lip vermilion, Thickened helices, Thickened nuchal skin fold, Triangular face, Ventricular septal defect, Webbed neck, Wide intermamillary distance",tRG
RPF2,RPF2,0.407216,1.65e-06,Unclassified,BrainSpLMD|84154,"",tRG
ATM,ATM,0.406638,0.000875032,Serine/threonine kinase,BrainSpLMD|472,"OMIM|607585;COSMIC||T-PLL, leukaemia, lymphoma, medulloblastoma, glioma;HPO|472|Abnormal spermatogenesis, Abnormality of bone marrow cell morphology, Abnormality of chromosome stability, Abnormality of the hair, Anorexia, Aplasia/Hypoplasia of the thymus, Ataxia, Autosomal recessive inheritance, B-cell lymphoma, Bronchiectasis, Cafe-au-lait spot, Cellular immunodeficiency, Choreoathetosis, Conjunctival telangiectasia, Decreased antibody level in blood, Decreased number of CD4+ T cells, Defective B cell differentiation, Delayed puberty, Diabetes mellitus, Dysarthria, Dystonia, Elevated alpha-fetoprotein, Elevated hepatic transaminases, Fatigue, Female hypogonadism, Fever, Gait disturbance, Glucose intolerance, Hodgkin lymphoma, Hypopigmentation of hair, Hypoplasia of the thymus, IgA deficiency, Immunoglobulin IgG2 deficiency, Leukemia, Lymphadenopathy, Lymphopenia, Mucosal telangiectasiae, Myoclonus, Neoplasm, Non-Hodgkin lymphoma, Nystagmus, Polycystic ovaries, Premature graying of hair, Recurrent bronchitis, Recurrent respiratory infections, Reduced tendon reflexes, Seizures, Short stature, Sinusitis, Skeletal muscle atrophy, Spasticity, Splenomegaly, Strabismus, Telangiectasia of the skin, Tremor, Weight loss",tRG
FAM120AOS,FAM120AOS,0.404215,7.72e-05,Unclassified,BrainSpLMD|158293,"",tRG
MKNK2,MKNK2,0.402824,3.54e-06,Serine/threonine kinase,BrainSpLMD|2872,OMIM|605069,tRG
SEC22C,SEC22C,0.401711,0.000791356,Integral membrane protein,BrainSpLMD|9117,OMIM|604028,tRG
GAPDHP1,GAPDHP1,0.400929,0.000213051,"","","",tRG
CLINT1,CLINT1,0.399938,0.000220452,Transport/cargo protein,"BrainSpLMD|9685;Eurexp|euxassay_011314|basioccipital bone, basisphenoid bone, clavicle, cortex, cricoid, liver, mandible, maxilla, midgut, naris, orbito-sphenoid, otic capsule, petrous part, rectum, rib, sternum, sublingual gland primordium, submandibular gland primordium, temporal bone, thyroid, turbinate bones, valve, vault of skull",OMIM|607265,tRG
SLC1A2,SLC1A2,0.39972,4.38e-06,Membrane transport protein,"BrainSpLMD|6506;Eurexp|euxassay_009471|brain, spinal cord;BrainSpMouseDev|20273","SFARI||Autism, No category;OMIM|600300;HPO|6506|Autosomal dominant inheritance, Cerebral atrophy, Epileptic encephalopathy, Flexion contracture, Generalized hypotonia, Global developmental delay, Hypoplasia of the corpus callosum, Intellectual disability, profound, Kyphoscoliosis, Neonatal onset, Seizures",tRG
CRIPT,CRIPT,0.398262,0.000528498,Cytoskeletal associated protein,"BrainSpLMD|9419;Eurexp|euxassay_003240|cervical, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, thoracic, trigeminal V, vagus X, vestibulocochlear VIII","OMIM|604594;HPO|9419|Anemia, Anisopoikilocytosis, Anteverted nares, Autosomal recessive inheritance, Brachydactyly, Depressed nasal bridge, Frontal bossing, High forehead, Profound global developmental delay, Proptosis, Recurrent infections, Short digit, Short distal phalanx of finger, Sparse and thin eyebrow, Spotty hypopigmentation, Talipes, Talipes equinovarus, Telecanthus",tRG
NOL7,NOL7,0.398219,3.19e-05,Unclassified,BrainSpLMD|51406,OMIM|611533,tRG
FDPS,FDPS,0.397322,7.14e-08,Enzyme: Prenyltransferase,"BrainSpLMD|2224;Eurexp|euxassay_005185|adenohypophysis, adrenal gland, axial skeleton, brain, cervical, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, incisor, limb, liver, lung, mandible, maxilla, mesenchyme, metanephros, midgut, molar, naris, olfactory, orbito-sphenoid, paraxial mesenchyme, rectum, retina, skeletal muscle, spinal cord, stomach, thoracic, tongue, trigeminal V, vagus X, vertebral axis muscle system, vestibulocochlear VIII, vibrissa","OMIM|134629;HPO|2224|Cutaneous photosensitivity, Porokeratosis",tRG
CPSF7,CPSF7,0.396821,0.000159189,Unclassified,BrainSpLMD|79869;Eurexp|euxassay_007331|embryo,"",tRG
ACAA2,ACAA2,0.39356,7.63e-06,Enzyme: Acyltransferase,"BrainSpLMD|10449;Eurexp|euxassay_018546|bladder, choroid invagination, choroid plexus, epidermis, epithelium, liver, oral epithelium, roof plate, vibrissa",OMIM|604770,tRG
SACM1L,SACM1L,0.393457,4.62e-07,Lipid phosphatase,BrainSpLMD|22908,OMIM|606569,tRG
GLO1,GLO1,0.392861,8.44e-14,Enzyme: Lyase,BrainSpLMD|2739,"SFARI||Autism, 4 - Minimal evidence;OMIM|138750",tRG
BRD2,BRD2,0.392378,7.43e-10,Transcription regulatory protein,"BrainSpLMD|6046;Eurexp|euxassay_012809|dorsal root ganglion, facial VII, glossopharyngeal IX, incisor, mandible, mantle layer, maxilla, orbito-sphenoid, submandibular gland primordium, trigeminal V, vagus X",OMIM|601540,tRG
DNAJB4,DNAJB4,0.392305,6.21e-05,Heat shock protein,BrainSpLMD|11080,OMIM|611327,tRG
WBP4,WBP4,0.391225,8.53e-05,RNA binding protein,BrainSpLMD|11193,OMIM|604981,tRG
GTPBP4,GTPBP4,0.391184,2.11e-05,GTPase,BrainSpLMD|23560,"",tRG
ZNFX1,ZNFX1,0.390724,0.000271754,Transcription regulatory protein,BrainSpLMD|57169,"",tRG
GRB10,GRB10,0.390546,1.24e-06,Adapter molecule,"BrainSpLMD|2887;Eurexp|euxassay_011372|cardiovascular system, cavities and their linings, gland, integumental system, limb, mesenchyme, nervous system, sensory organ, skeleton, tail, ventricular layer, vertebral axis muscle system, visceral organ",OMIM|601523,tRG
ZNF83,ZNF83,0.390334,8.1e-05,DNA binding protein,BrainSpLMD|55769,OMIM|194558,tRG
HNRNPF,HNRNPF,0.389513,1.33e-06,Ribonucleoprotein,BrainSpLMD|3185,OMIM|601037,tRG
FXYD6,FXYD6,0.389035,2.25e-06,Ion channel,"BrainSpLMD|53826;Eurexp|euxassay_005187|brain, cervical, cervico-thoracic, cortex, facial VII, spinal cord, thoracic, trigeminal V, vagus X, valve, vestibulocochlear VIII;BrainSpMouseDev|37655",OMIM|606683,tRG
SPCS2P4,SPCS2P4,0.388807,7.27e-06,"","","",tRG
PCBP1,PCBP1,0.38854,0.000214062,RNA binding protein,BrainSpLMD|5093;Eurexp|euxassay_006545|embryo,OMIM|601209;COSMIC||CRC,tRG
BICD1,BICD1,0.387135,1.29e-08,Transport/cargo protein,"BrainSpLMD|636;Eurexp|euxassay_001764|cervical, cervico-thoracic, dorsal root ganglion, glossopharyngeal IX, mantle layer, olfactory, trigeminal V, vestibulocochlear VIII;BrainSpMouseDev|11907",OMIM|602204,tRG
BAZ2A,BAZ2A,0.386889,0.000570571,Transcription regulatory protein,BrainSpLMD|11176,OMIM|605682,tRG
RAB3GAP2,RAB3GAP2,0.385816,6.14e-05,GTPase activating protein,BrainSpLMD|25782,"OMIM|609275;HPO|25782|Abnormal dermatoglyphics, Abnormal toenail morphology, Abnormality of retinal pigmentation, Abnormality of the distal phalanx of finger, Abnormality of visual evoked potentials, Anteverted nares, Aplasia/Hypoplasia of the corpus callosum, Asymmetry of the ears, Autosomal recessive inheritance, Brachycephaly, Broad fingertip, Broad nasal tip, Cardiomyopathy, Cataract, Cerebral cortical atrophy, Clitoral hypoplasia, Congenital cataract, Congestive heart failure, Cortical visual impairment, Cryptorchidism, Delayed puberty, Depressed nasal bridge, Downslanted palpebral fissures, Epicanthus, Everted lower lip vermilion, Feeding difficulties in infancy, Flexion contracture, Furrowed tongue, Generalized hirsutism, Global brain atrophy, Global developmental delay, High palate, Hyperlordosis, Hypogonadotrophic hypogonadism, Hypoplasia of penis, Hypoplasia of the corpus callosum, Hypoplasia of the maxilla, Hypoplastic labia majora, Hypoplastic labia minora, Hypotelorism, Intellectual disability, Intellectual disability, progressive, Intellectual disability, severe, Intrauterine growth retardation, Joint stiffness, Kyphosis, Lissencephaly, Low anterior hairline, Low posterior hairline, Low-set, posteriorly rotated ears, Lumbar hyperlordosis, Macrotia, Malar flattening, Metatarsus adductus, Microcephaly, Microcornea, Micrognathia, Micropenis, Microphthalmia, Midface retrusion, Misalignment of teeth, Muscular hypotonia, Muscular hypotonia of the trunk, Optic atrophy, Overlapping toe, Pachygyria, Pectus carinatum, Pectus excavatum, Polymicrogyria, Posteriorly rotated ears, Postnatal growth retardation, Postnatal microcephaly, Prematurely aged appearance, Prominent antitragus, Prominent nasal bridge, Prominent nipples, Recurrent respiratory infections, Scoliosis, Scrotal hypoplasia, Severe global developmental delay, Short metacarpal, Short nose, Short palm, Short phalanx of finger, Short philtrum, Short stature, Short toe, Slender ulna, Spasticity, Talipes equinovarus, Talipes valgus, Tracheomalacia, Ulnar deviation of finger, Undetectable visual evoked potentials, Wide nasal bridge",tRG
SNRPB,SNRPB,0.385223,2.11e-08,RNA binding protein,BrainSpLMD|6628,"OMIM|182282;HPO|6628|11 pairs of ribs, Abnormality of the dentition, Anomalous rib insertion to vertebrae, Anomalous tracheal cartilage, Atresia of the external auditory canal, Atrial septal defect, Autosomal dominant inheritance, Autosomal recessive inheritance, Bell-shaped thorax, Calcaneal epiphyseal stippling, Cleft palate, Cleft soft palate, Clinodactyly of the 5th finger, Conductive hearing impairment, Congenital hip dislocation, Death in infancy, Ectopic kidney, Elbow flexion contracture, Epicanthus, Feeding difficulties, Gastroesophageal reflux, Glossoptosis, High palate, Horseshoe kidney, Intellectual disability, Intrauterine growth retardation, Kyphosis, Long philtrum, Low-set ears, Malar flattening, Microcephaly, Micrognathia, Nasal speech, Neonatal respiratory distress, Patent ductus arteriosus, Polyhydramnios, Porencephalic cyst, Posterior rib gap, Posteriorly rotated ears, Postnatal growth retardation, Renal cyst, Scoliosis, Short hard palate, Short humerus, Short stature, Thoracic hypoplasia, Tracheomalacia, Ventricular septal defect, Webbed neck",tRG
CLNS1A,CLNS1A,0.384615,3.11e-08,Transport/cargo protein,BrainSpLMD|1207,OMIM|602158,tRG
IRS2,IRS2,0.384183,2.84e-05,Adapter molecule,"BrainSpLMD|8660;Eurexp|euxassay_014216|cortex, dorsal root ganglion, incisor, lip, molar, skeleton, skin, thymus primordium, ventricular layer",OMIM|600797,tRG
